Account Link,Account profie picture,Account name,Mention tag,People opinion
https://twitter.com/TylerLeonhardt,https://pbs.twimg.com/profile_images/1373492708589772804/m0W7RNaK_normal.jpg,Tyler Leonhardt #BlackLivesMatter,@TylerLeonhardt,team
https://twitter.com/MsHeatherOliver,https://pbs.twimg.com/profile_images/1618980760748281869/ttNc13aO_normal.jpg,Heather Oliver #BlackLivesMatter,@MsHeatherOliver,"Mom of boys, lover of hoop earrings and positivity, feminist, advocate for people w disabilities, anti-racism learner with a passion for giving back. (She/Her)"
https://twitter.com/BLMPDX,https://pbs.twimg.com/profile_images/754916289785704449/nUO0xWk9_normal.jpg,BlackLivesMatterPDX,@BLMPDX,We are Portland's chapter of
https://twitter.com/BLM5280,https://pbs.twimg.com/profile_images/1083828702855622658/7oJWHgLi_normal.jpg,BlackLivesMatter5280,@BLM5280,
https://twitter.com/BLMLBC,https://pbs.twimg.com/profile_images/1346990056305618948/Rwlpg9Hr_normal.jpg,BlackLivesMatter LBC,@BLMLBC,"chapter organized by Taylor T., Kenyon D., Michael B., Diwaine S., Dawn M, & Audrena R. Herstory:"
https://twitter.com/BlackLivesUK,https://pbs.twimg.com/profile_images/641615913658228736/fL4_mejQ_normal.jpg,#BlackLivesMatterUK,@BlackLivesUK,"Black Lives Matter UK: Nottingham Black Activists and Allies, working locally, and connecting nationally and globally with the"
https://twitter.com/eschaton,https://pbs.twimg.com/profile_images/1390599831/Photo_on_6-10-11_at_5.37_PM_normal.jpg,Chris Hanson — Antifa — Black Lives Matter,@eschaton,I'm a tools hacker. Any opinions expressed are strictly mine; I don’t speak for my employer. Nazis fuck off. At
https://twitter.com/Charles_Darkley,https://pbs.twimg.com/profile_images/1366508533685092355/QptgOP2Z_normal.jpg,Charles Khan,@Charles_Darkley,Organizer | Troublemaker |
https://twitter.com/frakfraco,https://pbs.twimg.com/profile_images/1147347641828642817/LyZfFqK2_normal.jpg,#BLM - Frankie Franco III - BLACK LIVES MATTER,@frakfraco,"Pun Advocate, Story Artist, & DM/GM in training. From LA currently living and working in BC."
https://twitter.com/sguada,https://pbs.twimg.com/profile_images/1305020908336078850/O6ZU0KUN_normal.jpg,Sergio (,@sguada,"Deep Learning Researcher. Computer Vision, NLP and Reinforcement Learning."
https://twitter.com/rebelwithajust,https://pbs.twimg.com/profile_images/1319176967225331712/B9KT_VwV_normal.jpg,#BlackLivesMatter,@rebelwithajust,Political activist; away from extreme politicking and towards a responsible govt.
https://twitter.com/blcklvsmatut,https://pbs.twimg.com/profile_images/931597956330876929/HPhtrnKW_normal.jpg,BlackLivesMatter•Utah - Changing the world,@blcklvsmatut,Black Lives Matter Utah Chapter-Official.
https://twitter.com/Holesinteeth,https://pbs.twimg.com/profile_images/1524019138825531394/1f8DCGHA_normal.jpg,Patrick Redding - BlackLivesMatter,@Holesinteeth,"Creative Director, GOTHAM KNIGHTS, Warner Bros Games Montreal. Game director on Splinter Cell Blacklist and Conviction; narrative designer on Far Cry 2. He/him."
https://twitter.com/benharder,https://pbs.twimg.com/profile_images/961249347269746688/o-0IJht-_normal.jpg,Ben Harder #BlackLivesMatter,@benharder,"Chief, Health Analysis"
https://twitter.com/JuliaCSocial,https://pbs.twimg.com/profile_images/796133720252174336/fTfmuVrL_normal.jpg,Julia Campbell (She/Her) #BlackLivesMatter,@JuliaCSocial,"While I have loved my time on Twitter, it's time to go. You can find me on LinkedIn and my podcast Nonprofit Nation. See you on the other side!"
https://twitter.com/redsarah99,https://pbs.twimg.com/profile_images/1501287677550809091/UOEA-4AO_normal.jpg,redsarah99,@redsarah99,
https://twitter.com/blmpasadena,https://pbs.twimg.com/profile_images/960676362859069440/myIYwWSA_normal.jpg,Black Lives Matter,@blmpasadena,Black Lives Matter Pasadena is a community based organization that strives to unite and empower Pasadena's black community.
https://twitter.com/CocoDaBear,https://pbs.twimg.com/profile_images/1241928242946281472/crEYT-kQ_normal.jpg,Coco Da Bear,@CocoDaBear,"In Gouverneur, New York, born & raised, in Steve Moses' arms are where I spend most of my days."
https://twitter.com/BLMLAYOUTH,https://pbs.twimg.com/profile_images/1139326524681670657/MRixHJmk_normal.jpg,#BlackLivesMatterLA,@BLMLAYOUTH,Official Twitter account for the Black Lives Matter Los Angeles Youth Vanguard team!
https://twitter.com/RapReviews,https://pbs.twimg.com/profile_images/1082745251565977600/aCXM8PJR_normal.jpg,RapReviews.com #BlackLivesMatter,@RapReviews,Editor-In-Chief for
https://twitter.com/freedom2marry,https://pbs.twimg.com/profile_images/1387971014265643010/-hRrGNx8_normal.jpg,(((John M. Becker))) #BlackLivesMatter,@freedom2marry,"Pronouns: he/him/his. LGBTQ activist/consultant, politics/history/geo nerd, big sap. Good trouble. Press Secretary"
https://twitter.com/rocDSA,https://pbs.twimg.com/profile_images/875922746378727429/TzJ73iY5_normal.jpg,Rochester DSA #BlackLivesMatter,@rocDSA,"Rochester, NY's chapter of"
https://twitter.com/angrymarks,https://pbs.twimg.com/profile_images/1360315534324228098/ASecVa3l_normal.jpg,Steve Juon #BlackLivesMatter #DontPayForBlue,@angrymarks,Pro wrestling writer for
https://twitter.com/robinwscott,https://pbs.twimg.com/profile_images/1625396454700244992/iZzLjtkq_normal.jpg,Every Life I Ever Lived #BlackLivesMatter,@robinwscott,Failed cartoonist trying (again) to make sense of the world through four panels of angst ridden scribbling (He/him).
https://twitter.com/MonstrousRgmt,https://pbs.twimg.com/profile_images/1294912558957301765/kjAP6xul_normal.jpg,Monstrous Regiment Publishing | #BlackLivesMatter,@MonstrousRgmt,"Tiny wee publisher in Leith, Edinburgh"
https://twitter.com/jensomelunn,https://pbs.twimg.com/profile_images/1360306974949310467/XAYbnlOC_normal.jpg,Jennifer Lunn #BlackLivesMatter,@jensomelunn,Award winner
https://twitter.com/AxleHellfire,https://pbs.twimg.com/profile_images/1161185740715253765/V-FlD5vi_normal.jpg,AxleHellfire #BlackLivesMatter,@AxleHellfire,Streamer/Roleplayer. Staff Engineer
https://twitter.com/Olgiebear,https://pbs.twimg.com/profile_images/1619216551017684994/wS-Bck9W_normal.jpg,WW Olgiebear,@Olgiebear,"6k twitch, 10k insta // Apex, COD // she/her // 24"
https://twitter.com/BlackStarGroup,https://pbs.twimg.com/profile_images/1278427425257422849/uai0riwm_normal.jpg,"BlackStar Group - Wear a Mask,#BlackLivesMatter,",@BlackStarGroup,"Fast, reliable networks - 
Expert on-site support - 
Connectivity needs for gaming - 
HD and 4k live-streaming"
https://twitter.com/pazzypunk,https://pbs.twimg.com/profile_images/1465382639326547972/NUjvySzx_normal.jpg,Pattie Reaves,@pazzypunk,"Mainer in Arizona, web developer, front-ender, triathlete, news nerd, feminist,"
https://twitter.com/ProfessorTRS,https://pbs.twimg.com/profile_images/1533853792545947655/-OWjSJp9_normal.png,TRS #BlackLivesMatter,@ProfessorTRS,Creative Director & Project Manager. I do not represent
https://twitter.com/JakeGThompson,https://pbs.twimg.com/profile_images/1620504996013035520/9zxC0QDS_normal.jpg,Jake Thompson #BlackLivesMatter,@JakeGThompson,la tv writer | creator |
https://twitter.com/sumnerd,https://pbs.twimg.com/profile_images/1421509270495846402/40DvDx43_normal.jpg,Dawn - Black Lives Matter,@sumnerd,"NOT ENGAGING ON TWITTER FOR NOW
curious geologist & professor of Earth & Planetary Sciences"
https://twitter.com/andrewseely,https://pbs.twimg.com/profile_images/54343452/Trashcan_normal.jpeg,andrew seely BLACK LIVES MATTER,@andrewseely,Pronouns He/Him In High School I had my own fan club. There's a picture in the Yearbook to prove it. True Story.
https://twitter.com/BLMSEA206,https://pbs.twimg.com/profile_images/977825371415433223/vCo6smll_normal.jpg,BlackLivesMatterSEA,@BLMSEA206,"Black Lives Matter Seattle (Original-Founded 2014 ) is working to bring solutions to end police brutality and RACIAL Inequality,racial injustice and Racism ect"
https://twitter.com/deluxesayshello,https://pbs.twimg.com/profile_images/1604287660658499585/pGoROAh8_normal.jpg,#BlackLivesMatter #StopAsianHate,@deluxesayshello,Designer // Photographer //
https://twitter.com/blmtokyojp,https://pbs.twimg.com/profile_images/1270010403993468928/RL85dIC__normal.jpg,Black Lives Matter TOKYO,@blmtokyojp,Official twitter for
https://twitter.com/BayohJustice,https://pbs.twimg.com/profile_images/1268207400974245889/5McNznbX_normal.jpg,Sheku Bayoh Justice Campaign #BlackLivesMatter,@BayohJustice,"Sheku died in police custody 3May 2015, after CS & Pava spray, batoned,cuffed & restrained by up to 7 officers-he was unarmed. Public Inquiry started 10May 2022"
https://twitter.com/LailaMcQueen,https://pbs.twimg.com/profile_images/1212128253382664192/dS0EWH_t_normal.jpg,Laila McQueen BLACK LIVES MATTER.,@LailaMcQueen,"BLACK.LIVES.MATTER. I’m Not terrible but not gr8 either. ft. extra on RDR S8, Bookings: lailamcqueen@gmail.com"
https://twitter.com/AMtwo,https://pbs.twimg.com/profile_images/1245099060115144712/KqOKb1Rm_normal.jpg,Andy Mallon,@AMtwo,he/him. Unabashedly Queer. Dog Dad. Carbatarian. 4-letter word. Vaccinated. Oxford Comma User. 100% That Bitch.
https://twitter.com/YBTN_uk,https://pbs.twimg.com/profile_images/1123199418642071557/xWqax6Lh_normal.jpg,#BlackLivesMatter,@YBTN_uk,Connecting and supporting Black educators through their career. We are here to help our community
https://twitter.com/sanghera70,https://pbs.twimg.com/profile_images/1392949254000369665/i54QcqRk_normal.jpg,Ranjit Sanghera-Marwaha #BlackLivesMatter,@sanghera70,National Ethnicity Health Lead & Health Inequalities NHS E/I & loves the NHS! All tweets are my own views. Married to a great guy. Blessed
https://twitter.com/Sayraphim,https://pbs.twimg.com/profile_images/1408931970654949376/P39sJXJ5_normal.jpg,Sir Sayraphim #BlackLivesMatter,@Sayraphim,"Knowledge enthusiast, maker of stuffs, advocate and educator, a gentlethem of High Regard"
https://twitter.com/jacbrubaker,https://pbs.twimg.com/profile_images/1305209709377576961/HAjtrN2m_normal.jpg,Jac #BlackLivesMatter,@jacbrubaker,Dogs. Politics. Saints. Pelicans. Who Dat. Preschool teacher. Believer in humanity. In love with
https://twitter.com/PeterWocken,https://pbs.twimg.com/profile_images/1537849525729210368/HWIAmCJI_normal.jpg,Peter Wocken #BlackLivesMatter,@PeterWocken,"Freelance Board Game Graphic Designer / pronounced (woke-in) / (he/him)
New NFT project:"
https://twitter.com/inxilpro,https://pbs.twimg.com/profile_images/1586080912835584006/V-fczVOd_normal.jpg,Chris #BlackLivesMatter,@inxilpro,Father of two. Mostly talking about PHP/Laravel/React on Twitter. He/him.
https://twitter.com/Yogitastic,https://pbs.twimg.com/profile_images/1437223894545485835/smS4LEfK_normal.jpg,Sam! #BlackLivesMatter,@Yogitastic,I read. I knit. I rage. I teach yoga. I battle with my misanthropic tendencies. Extra salty. I believe all puns are good puns. She/Her. Warren = Hubs.
https://twitter.com/BLMSEA206,https://pbs.twimg.com/profile_images/977825371415433223/vCo6smll_normal.jpg,BlackLivesMatterSEA,@BLMSEA206,"Black Lives Matter Seattle (Original-Founded 2014 ) is working to bring solutions to end police brutality and RACIAL Inequality,racial injustice and Racism ect"
https://twitter.com/deluxesayshello,https://pbs.twimg.com/profile_images/1604287660658499585/pGoROAh8_normal.jpg,#BlackLivesMatter #StopAsianHate,@deluxesayshello,Designer // Photographer //
https://twitter.com/blmtokyojp,https://pbs.twimg.com/profile_images/1270010403993468928/RL85dIC__normal.jpg,Black Lives Matter TOKYO,@blmtokyojp,Official twitter for
https://twitter.com/BayohJustice,https://pbs.twimg.com/profile_images/1268207400974245889/5McNznbX_normal.jpg,Sheku Bayoh Justice Campaign #BlackLivesMatter,@BayohJustice,"Sheku died in police custody 3May 2015, after CS & Pava spray, batoned,cuffed & restrained by up to 7 officers-he was unarmed. Public Inquiry started 10May 2022"
https://twitter.com/LailaMcQueen,https://pbs.twimg.com/profile_images/1212128253382664192/dS0EWH_t_normal.jpg,Laila McQueen BLACK LIVES MATTER.,@LailaMcQueen,"BLACK.LIVES.MATTER. I’m Not terrible but not gr8 either. ft. extra on RDR S8, Bookings: lailamcqueen@gmail.com"
https://twitter.com/AMtwo,https://pbs.twimg.com/profile_images/1245099060115144712/KqOKb1Rm_normal.jpg,Andy Mallon,@AMtwo,he/him. Unabashedly Queer. Dog Dad. Carbatarian. 4-letter word. Vaccinated. Oxford Comma User. 100% That Bitch.
https://twitter.com/YBTN_uk,https://pbs.twimg.com/profile_images/1123199418642071557/xWqax6Lh_normal.jpg,#BlackLivesMatter,@YBTN_uk,Connecting and supporting Black educators through their career. We are here to help our community
https://twitter.com/sanghera70,https://pbs.twimg.com/profile_images/1392949254000369665/i54QcqRk_normal.jpg,Ranjit Sanghera-Marwaha #BlackLivesMatter,@sanghera70,National Ethnicity Health Lead & Health Inequalities NHS E/I & loves the NHS! All tweets are my own views. Married to a great guy. Blessed
https://twitter.com/Sayraphim,https://pbs.twimg.com/profile_images/1408931970654949376/P39sJXJ5_normal.jpg,Sir Sayraphim #BlackLivesMatter,@Sayraphim,"Knowledge enthusiast, maker of stuffs, advocate and educator, a gentlethem of High Regard"
https://twitter.com/jacbrubaker,https://pbs.twimg.com/profile_images/1305209709377576961/HAjtrN2m_normal.jpg,Jac #BlackLivesMatter,@jacbrubaker,Dogs. Politics. Saints. Pelicans. Who Dat. Preschool teacher. Believer in humanity. In love with
https://twitter.com/PeterWocken,https://pbs.twimg.com/profile_images/1537849525729210368/HWIAmCJI_normal.jpg,Peter Wocken #BlackLivesMatter,@PeterWocken,"Freelance Board Game Graphic Designer / pronounced (woke-in) / (he/him)
New NFT project:"
https://twitter.com/inxilpro,https://pbs.twimg.com/profile_images/1586080912835584006/V-fczVOd_normal.jpg,Chris #BlackLivesMatter,@inxilpro,Father of two. Mostly talking about PHP/Laravel/React on Twitter. He/him.
https://twitter.com/Yogitastic,https://pbs.twimg.com/profile_images/1437223894545485835/smS4LEfK_normal.jpg,Sam! #BlackLivesMatter,@Yogitastic,I read. I knit. I rage. I teach yoga. I battle with my misanthropic tendencies. Extra salty. I believe all puns are good puns. She/Her. Warren = Hubs.
https://twitter.com/VaughnOnTwitch,https://pbs.twimg.com/profile_images/1612881979942309898/3J27jFjc_normal.jpg,Vaughn and Only #BlackLivesMatter,@VaughnOnTwitch,"POWERFUL TWITCH STREAMER | TOO SWEET | TRILINGUAL | Comics,"
https://twitter.com/LorenCSackett,https://pbs.twimg.com/profile_images/967621780042108928/SArRij4f_normal.jpg,Dr. #BlackLivesMatter Cassin Sackett,@LorenCSackett,Evolutionary biologist meets conservation geneticist meets aspiring bioinformatician. Advocate for others.
https://twitter.com/jclausing,https://pbs.twimg.com/profile_images/1262581759599874048/UjEgZQle_normal.jpg,Jim - #BlackLivesMatter,@jclausing,"SANS instructor, DFIR, malware analysis, network forensics, GSE #26, cyclist, private pilot, he/him"
https://twitter.com/MattMinerXVX,https://pbs.twimg.com/profile_images/1561301534733996032/N73nBDQW_normal.jpg,Matt Miner * BLACK LIVES MATTER *,@MattMinerXVX,"NY Times featured comic writer/editor, 2x Ringo Nominated, VP Zion's Mission Animal Rescue, he/him Opinions=mine (and right.)"
https://twitter.com/the_jay_CO,https://pbs.twimg.com/profile_images/1377735227208912896/Er6nhdQB_normal.jpg,Jay #BlackLivesMatter,@the_jay_CO,I grind and sift ideas at the City of
